Image,Name,Form,Rarity,Level,Health,Damage,Range,KB,Speed,DPS,Target,Time Between Attacks,Atk. Animation,Recharging Time,Cost,Enemy Types,Ability
https://onestoppress.com/images/161-1_square.png ,Yurinchi,Normal,Super Rare,30,23800,9010,315,4,7,1782,Area,5.07,1.1,54.53,1875,Angel,"Against angel:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/161-2_square.png ,Phoenix Yurinchi,Evolved,Super Rare,30,32300,10200,315,4,7,2006,Area,5.07,1.1,54.53,1875,Angel,"Against angel:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/161-3_square.png ,Gekirinchi,TRUE,Super Rare,30,40800,10200,340,4,12,2992,Area,3.4,1.1,54.53,1875,Angel,"Against angel:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/162-1_square.png ,Crazed Princess Punt,Normal,Uber Super Rare,30,6800,5100,680,2,32,626,Area,8.1,0.13,119.2,3300,Metal,Against metal:Knockback(40% chance of knockback)
https://onestoppress.com/images/162-2_square.png ,Crazed Princess Punt CC,Evolved,Uber Super Rare,30,15300,7140,680,2,32,884,Area,8.1,0.13,119.2,3300,Metal,Against metal:Knockback(40% chance of knockback)
https://onestoppress.com/images/162-3_square.png ,Manic Princess Punt,TRUE,Uber Super Rare,30,23800,7140,780,2,32,1054,Area,6.77,0.13,119.2,3300,Metal,Against metal:Knockback(50% chance of knockback)
https://onestoppress.com/images/163-1_square.png ,Ayanokōji Shō,Normal,Special,30,20400,22100,290,3,7,4066,Area,5.43,0.07,34.53,2175,Red,"Against red:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/163-2_square.png ,Shōyan & Nyanko,Evolved,Special,30,20400,22100,290,3,7,4066,Area,5.43,0.07,34.53,2175,Red,"Against red:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/164-1_square.png ,Saotome Hikaru,Normal,Special,30,8500,12750,285,3,7,2346,Area,5.43,0.07,34.53,1800,,
https://onestoppress.com/images/164-2_square.png ,Hikaru & Nyanko,Evolved,Special,30,8500,12750,285,3,7,2346,Area,5.43,0.07,34.53,1800,,
https://onestoppress.com/images/165-1_square.png ,Saionji Hitomi,Normal,Special,30,10200,13600,295,2,7,2502,Area,5.43,0.07,34.53,2025,,
https://onestoppress.com/images/165-2_square.png ,Tommy & Cat,Evolved,Special,30,10200,13600,295,2,7,2502,Area,5.43,0.07,34.53,2025,,
https://onestoppress.com/images/166-1_square.png ,Hoshi Guranmanie,Normal,Special,30,9350,14110,290,3,7,2598,Area,5.43,0.07,34.53,1950,,
https://onestoppress.com/images/166-2_square.png ,Ranma & Nyanko,Evolved,Special,30,9350,14110,290,3,7,2598,Area,5.43,0.07,34.53,1950,,
https://onestoppress.com/images/167-1_square.png ,Shiratori Shōchikubai,Normal,Special,30,9350,13260,295,3,7,2448,Area,5.43,0.07,34.53,1875,,
https://onestoppress.com/images/167-2_square.png ,Matsu & Nyanko,Evolved,Special,30,9350,13260,295,3,7,2448,Area,5.43,0.07,34.53,1875,,
https://onestoppress.com/images/168-1_square.png ,Yankee Cat,Normal,Rare,30,2550,204,150,3,5,170,Single,1.23,0.27,2,120,,
https://onestoppress.com/images/168-2_square.png ,Sukeban Cat,Evolved,Rare,30,6800,102,120,1,5,54,Area,2.23,0.27,2,225,,
https://onestoppress.com/images/169-1_square.png ,Asiluga,Normal,Uber Super Rare,30,8500,2550,140,5,5,938,Single,2.73,0.43,24.53,4500,,
https://onestoppress.com/images/169-2_square.png ,Asilan Pasalan,Evolved,Uber Super Rare,30,18700,5658,750,1,4,462,Area,12.33,5.03,324.53,4500,,Against all:Slow(100% chance to slow for 3.0s)
https://onestoppress.com/images/169-3_square.png ,Assassinlan Pasalan,TRUE,Uber Super Rare,30,18700,5658,1250,1,4,462,Area,12.33,5.03,324.53,4500,,Against all:Slow(100% chance to slow for 3.0s)
https://onestoppress.com/images/170-1_square.png ,Kubiluga,Normal,Uber Super Rare,30,8500,2550,140,5,4,938,Single,2.73,0.43,24.53,4500,,
https://onestoppress.com/images/170-2_square.png ,Kubilan Pasalan,Evolved,Uber Super Rare,30,20400,850,450,1,4,68,Single,12.8,3.5,324.53,4500,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Knockback(100% chance of knockback)General Abilities:Wave attack(100% chance to perform a Lv.8 Shockwave attack (Range: 1732))"
https://onestoppress.com/images/170-3_square.png ,E. Kubilan Pasalan,TRUE,Uber Super Rare,30,20400,850,450,1,4,68,Single,12.8,3.5,324.53,4500,,General Abilities:Critical(100% chance of a critical hit)Wave attack(100% chance to perform a Lv.8 Shockwave attack (Range: 1732))
https://onestoppress.com/images/171-1_square.png ,Tecoluga,Normal,Uber Super Rare,30,8500,2550,140,5,3,938,Single,2.73,0.43,24.53,4500,,
https://onestoppress.com/images/171-2_square.png ,Tesalan Pasalan,Evolved,Uber Super Rare,30,20400,124100,620,1,4,15266,Single,8.13,3.5,324.53,4500,,General Abilities:Critical(10% chance of a critical hit)
https://onestoppress.com/images/171-3_square.png ,Lufalan Pasalan,TRUE,Uber Super Rare,30,20400,124100,720,1,4,15266,Single,8.13,3.5,324.53,4500,,General Abilities:Critical(20% chance of a critical hit)
https://onestoppress.com/images/172-1_square.png ,Balaluga,Normal,Uber Super Rare,30,8500,2550,140,5,3,938,Single,2.73,0.43,24.53,4500,,
https://onestoppress.com/images/172-2_square.png ,Balalan Pasalan,Evolved,Uber Super Rare,30,20400,190,940,1,4,14,Area,16.43,3.13,324.53,4500,,Against all:Freeze(100% chance to freeze for 2.33s)
https://onestoppress.com/images/172-3_square.png ,Piccolan Pasalan,TRUE,Uber Super Rare,30,20400,190,940,1,4,14,Area,16.43,3.13,324.53,4500,,Against all:Weaken(100% chance to weaken by 50% for 6.0s)Freeze(100% chance to freeze for 3.0s)
https://onestoppress.com/images/173-1_square.png ,Li'l Nyandam,Normal,Special,30,20400,15640,551,2,5,1074,Area,14.53,2.57,167.87,4350,,Against all:Slow(30% chance to slow for 3.0s)
https://onestoppress.com/images/173-2_square.png ,Dark Emperor Catdam,Evolved,Special,30,20400,15640,551,2,5,1074,Area,14.53,2.57,167.87,4350,,Against all:Slow(30% chance to slow for 3.0s)
https://onestoppress.com/images/173-3_square.png ,Schoolbus Nyandam,TRUE,Special,30,27200,23460,551,2,5,2108,Area,11.13,2.57,167.87,4350,,Against all:Slow(50% chance to slow for 3.0s)Not affected by:Curse
https://onestoppress.com/images/174-1_square.png ,Baby Mola,Normal,Super Rare,30,14,8296,401,1,7,2734,Single,3.03,0.37,14.53,1140,,
https://onestoppress.com/images/174-2_square.png ,Young Man Mola,Evolved,Super Rare,30,34,11696,401,1,7,3862,Single,3.03,0.37,14.53,1140,,
https://onestoppress.com/images/174-3_square.png ,Citizen Mola,TRUE,Super Rare,30,34,11696,401,1,7,3862,Single,3.03,0.37,7.87,1140,,
https://onestoppress.com/images/175-1_square.png ,Mola King,Normal,Uber Super Rare,30,136,20740,491,1,6,1938,Area,10.67,0.37,84.53,4200,,
https://onestoppress.com/images/175-2_square.png ,Living Legend,Evolved,Uber Super Rare,30,170,27540,491,1,6,2584,Area,10.67,0.37,84.53,4200,,
https://onestoppress.com/images/175-3_square.png ,Master of the Pacific,TRUE,Uber Super Rare,30,170,27540,551,1,6,2584,Area,10.67,0.37,84.53,4200,,
https://onestoppress.com/images/176-1_square.png ,Meowla Meowla,Normal,Special,30,5100,2380,140,4,9,802,Area,2.97,1,2.53,450,Red,Against red:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/176-2_square.png ,Catorpedo,Evolved,Special,30,5100,2380,140,4,9,802,Area,2.97,1,2.53,450,Red,Against red:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/177-1_square.png ,Marshmallow Cat,Normal,Rare,30,7140,3060,340,3,8,462,Single,6.7,0.73,6.53,630,,
https://onestoppress.com/images/177-2_square.png ,Creepmallow,Evolved,Rare,30,7140,3060,340,3,8,462,Single,6.7,0.73,6.53,630,,
https://onestoppress.com/images/178-1_square.png ,Dioramos,Normal,Uber Super Rare,30,93500,22862,395,2,4,2434,Area,9.43,3.47,156.53,6600,Angel,Against angel:Slow(50% chance to slow for 4.0s)Knockback(50% chance of knockback)Not affected by:Slow
https://onestoppress.com/images/178-2_square.png ,Archdragon Dioramos,Evolved,Uber Super Rare,30,139400,44622,395,2,4,4726,Area,9.43,3.47,156.53,6600,Angel,Against angel:Slow(50% chance to slow for 4.0s)Knockback(50% chance of knockback)Not affected by:Slow
https://onestoppress.com/images/178-3_square.png ,God-Emperor Dioramos,TRUE,Uber Super Rare,30,231200,59500,410,2,4,6310,Area,9.43,3.47,156.53,6600,Angel,Against angel:Slow(100% chance to slow for 4.0s)Knockback(100% chance of knockback)General Abilities:Barrier Breaker(100% chance of breaking enemy barriers)Not affected by:Slow
https://onestoppress.com/images/178-4_square.png ,Ascendant Dioramos,Ultra,Uber Super Rare,30,251600,95200,410,2,4,9302,Area,10.23,4.27,156.53,6600,"Angel, Alien","Against angel, alien:Slow(100% chance to slow for 4.0s)Knockback(100% chance of knockback)General Abilities:Barrier Breaker(100% chance of breaking enemy barriers)Long Distance(Effective range 1~411, 200~500, 290~590)Multi-hit attack(Attacks thrice consecutively)Not affected by:Slow"
https://onestoppress.com/images/179-1_square.png ,Mob Cat,Normal,Special,30,1700,136,140,1,8,102,Single,1.23,0.27,2,105,,
https://onestoppress.com/images/179-2_square.png ,Yakuza Vampire,Evolved,Special,30,17510,4760,155,1,7,2006,Area,2.37,0.6,18.87,1875,,
https://onestoppress.com/images/180-1_square.png ,Takuya & Yuki,Normal,Rare,30,7650,1428,190,2,25,422,Area,3.37,0.73,3.2,450,Floating,Against floating:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/180-2_square.png ,"Takuya, Yuki & Cat",Evolved,Rare,30,7650,1428,190,2,25,422,Area,3.37,0.73,3.2,450,Floating,Against floating:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/180-3_square.png ,Takuya＆ Lovely Yuki,TRUE,Rare,30,10200,1428,190,2,25,422,Area,3.37,0.73,3.2,450,Floating,Against floating:Resistant(only takes 0.25x damage)General Abilities:Extra money(2x money gained from defeated enemies)
https://onestoppress.com/images/181-1_square.png ,Mystery Girl Yuki,Normal,Uber Super Rare,30,20740,21502,430,5,9,2026,Area,10.67,1.43,104.53,4320,Floating,Against floating:Massive Damage(inflicts 3.0x damage)
https://onestoppress.com/images/181-2_square.png ,Mystery Yuki ＆ Cat,Evolved,Uber Super Rare,30,41650,43010,430,5,9,4026,Area,10.67,1.43,104.53,4320,Floating,Against floating:Massive Damage(inflicts 3.0x damage)
https://onestoppress.com/images/181-3_square.png ,Mystery Catgirl Yuki,TRUE,Uber Super Rare,30,41650,43010,460,5,9,4774,Area,9,1.43,104.53,4320,Floating,Against floating:Massive Damage(inflicts 3.0x damage)Not affected by:Weaken
https://onestoppress.com/images/182-1_square.png ,Yuki Cat,Normal,Special,30,3060,680,340,3,8,258,Single,2.7,1.37,7.53,600,Floating,Against floating:Freeze(20% chance to freeze for 2.0s)
https://onestoppress.com/images/182-2_square.png ,Lovely Yuki Cat,Evolved,Special,30,3060,680,340,3,8,258,Single,2.7,1.37,7.53,600,Floating,Against floating:Freeze(20% chance to freeze for 2.0s)
https://onestoppress.com/images/184-1_square.png ,Cat Kart R,Normal,Rare,30,6630,1020,320,4,24,286,Single,3.6,1.3,9.2,510,,General Abilities:Extra money(2x money gained from defeated enemies)
https://onestoppress.com/images/184-2_square.png ,Cat Kart G,Evolved,Rare,30,6630,1020,320,4,24,286,Single,3.6,1.3,9.2,510,,General Abilities:Extra money(2x money gained from defeated enemies)
https://onestoppress.com/images/184-3_square.png ,Cat Kart P,TRUE,Rare,30,6630,3060,320,4,24,510,Single,5.97,0.83,9.2,510,,General Abilities:Extra money(2x money gained from defeated enemies)Multi-hit attack(Attacks thrice consecutively)
https://onestoppress.com/images/185-1_square.png ,Mr. Ninja,Normal,Special,30,5950,1020,440,2,28,204,Area,4.97,0.33,34.53,990,Alien,Against alien:Massive Damage(inflicts 3.0x damage)
https://onestoppress.com/images/185-2_square.png ,Mint,Evolved,Special,30,5950,1020,440,2,28,204,Area,4.97,0.33,34.53,990,Alien,Against alien:Massive Damage(inflicts 3.0x damage)
https://onestoppress.com/images/186-1_square.png ,Hearscht,Normal,Uber Super Rare,30,25500,6800,295,3,8,1074,Single,6.3,0.47,81.2,2550,Metal,Against metal:Resistant(only takes 0.25x damage)General Abilities:Critical(10% chance of a critical hit)
https://onestoppress.com/images/186-2_square.png ,Hearscht CC,Evolved,Uber Super Rare,30,34000,10200,295,3,8,1618,Single,6.3,0.47,81.2,2550,Metal,Against metal:Resistant(only takes 0.25x damage)General Abilities:Critical(20% chance of a critical hit)
https://onestoppress.com/images/186-3_square.png ,Revolutionary Hearscht CC,TRUE,Uber Super Rare,30,42500,10200,345,3,12,1618,Single,6.3,0.47,81.2,2550,Metal,Against metal:Resistant(only takes 0.25x damage)General Abilities:Critical(40% chance of a critical hit)
https://onestoppress.com/images/187-1_square.png ,Cornelia,Normal,Uber Super Rare,30,23800,11900,410,4,27,2346,Area,5.07,1.77,61.2,3750,"Red, Black","Against red, black:Freeze(30% chance to freeze for 4.0s)"
https://onestoppress.com/images/187-2_square.png ,Cornelia CC,Evolved,Uber Super Rare,30,27200,15640,410,4,27,3094,Area,5.07,1.77,61.2,3750,"Red, Black","Against red, black:Freeze(30% chance to freeze for 4.0s)"
https://onestoppress.com/images/188-1_square.png ,Juvens,Normal,Uber Super Rare,30,78200,30600,210,2,10,9098,Single,3.37,0.73,37.87,2850,Angel,Against angel:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/188-2_square.png ,Juvens CC,Evolved,Uber Super Rare,30,113900,36550,210,2,10,10866,Single,3.37,0.73,37.87,2850,Angel,Against angel:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/188-3_square.png ,Holiday Juvens CC,TRUE,Uber Super Rare,30,132600,36550,210,2,10,10866,Single,3.37,1.13,37.87,2850,Angel,Against angel:Resistant(only takes 0.25x damage)Multi-hit attack(Attacks twice consecutively)Dodge(20% chance to dodge for 2.0s)
https://onestoppress.com/images/189-1_square.png ,Mystica,Normal,Uber Super Rare,30,20400,16660,690,3,14,1292,Area,12.97,2.33,127.87,5700,Black,"Against black:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/189-2_square.png ,Mystica CC,Evolved,Uber Super Rare,30,25500,21760,690,3,14,1686,Area,12.97,2.33,127.87,5700,Black,"Against black:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/189-3_square.png ,Savior Mystica CC,TRUE,Uber Super Rare,30,25500,26860,690,3,14,2074,Area,12.97,2.2,127.87,5700,"Black, Aku","Against black, aku:Strong(inflicts 1.5x damage, takes only 0.5x damageSlow(100% chance to slow for 5.0s)"
https://onestoppress.com/images/190-1_square.png ,Alois,Normal,Super Rare,30,8500,4080,351,3,10,966,Area,4.23,0.93,11.87,1170,Angel,Against angel:Knockback(20% chance of knockback)
https://onestoppress.com/images/190-2_square.png ,Alois CC,Evolved,Super Rare,30,10200,5780,351,3,10,1360,Area,4.23,0.93,11.87,1170,Angel,Against angel:Knockback(20% chance of knockback)
https://onestoppress.com/images/191-1_square.png ,Citrouille,Normal,Super Rare,30,5440,2550,360,2,10,394,Area,6.47,1.17,15.87,810,"Red, Black","Against red, black:Slow(30% chance to slow for 3.0s)Knockback(30% chance of knockback)"
https://onestoppress.com/images/191-2_square.png ,Citrouille CC,Evolved,Super Rare,30,7990,3400,360,2,10,530,Area,6.47,1.17,15.87,810,"Red, Black","Against red, black:Slow(30% chance to slow for 3.0s)Knockback(30% chance of knockback)"
https://onestoppress.com/images/192-1_square.png ,Titi,Normal,Special,30,3400,918,260,2,8,170,Single,5.33,1.37,18.53,480,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Slow(20% chance to slow for 7.0s)"
https://onestoppress.com/images/192-2_square.png ,Titi CC,Evolved,Special,30,3400,918,260,2,8,170,Single,5.33,1.37,18.53,480,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Slow(20% chance to slow for 7.0s)"
https://onestoppress.com/images/192-3_square.png ,Titi Cat CC,TRUE,Special,30,3400,2754,260,2,8,544,Single,5.03,1,18.53,480,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Slow(20% chance to slow for 7.0s)General Abilities:Multi-hit attack(Attacks thrice consecutively)"
https://onestoppress.com/images/193-1_square.png ,Yamaoka Minori,Normal,Special,30,5950,1530,150,3,4,354,Single,4.23,0.93,57.8,148,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/193-2_square.png ,MISS Yamaoka Minori,Evolved,Special,30,9350,2380,150,3,4,558,Single,4.23,0.93,57.8,148,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/194-1_square.png ,Nakamura Kanae,Normal,Special,30,5100,1700,150,3,4,408,Single,4.23,0.93,57.8,148,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/194-2_square.png ,MISS Nakamura Kanae,Evolved,Special,30,8500,2550,150,3,4,598,Single,4.23,0.93,57.8,148,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/195-1_square.png ,Akira,Normal,Uber Super Rare,30,51000,25500,430,3,13,4882,Area,5.23,3.6,137.87,4860,Alien,Against alien:Freeze(50% chance to freeze for 4.0s)Not affected by:Weaken
https://onestoppress.com/images/195-2_square.png ,Shadow Akira,Evolved,Uber Super Rare,30,51000,25500,430,3,13,4882,Area,5.23,3.6,137.87,4860,,"General Abilities:Strengthen(attack power increases by 50% at 50% health)Not affected by:Weaken,Wave"
https://onestoppress.com/images/195-3_square.png ,Inferno Akira,TRUE,Uber Super Rare,30,51000,25500,430,3,13,4882,Area,5.23,3.6,137.87,4860,Alien,"Against alien:Strong(inflicts 1.5x damage, takes only 0.5x damage)Not affected by:Weaken,Wave"
https://onestoppress.com/images/196-1_square.png ,Mekako Saionji,Normal,Uber Super Rare,30,96900,34000,445,2,7,4692,Area,7.23,2.27,144.53,5925,"Black, Alien","Against black, alien:Resistant(only takes 0.25x damage)General Abilities:Survive(100% chance to survive a lethal strike)"
https://onestoppress.com/images/196-2_square.png ,Dr. Mekako,Evolved,Uber Super Rare,30,96900,34000,445,2,7,4692,Area,7.23,2.27,144.53,5925,Alien,Against alien:Weaken(50% chance to weaken by 50% for 8.33s)Knockback(50% chance of knockback)
https://onestoppress.com/images/196-3_square.png ,Mission Control Mekako,TRUE,Uber Super Rare,30,96900,34000,445,2,7,4692,Area,7.23,2.27,144.53,5925,Alien,Against alien:Massive Damage(inflicts 3.0x damage)Slow(100% chance to slow for 5.0s)
https://onestoppress.com/images/197-1_square.png ,Catman,Normal,Uber Super Rare,30,67150,42500,440,5,12,4570,Area,9.3,2.33,147.87,5520,"Floating, Alien","Against floating, alien:Massive Damage(inflicts 3.0x damage)"
https://onestoppress.com/images/197-2_square.png ,Dark Catman,Evolved,Uber Super Rare,30,67150,42500,440,5,12,4570,Area,9.3,2.33,147.87,5520,"Angel, Alien","Against angel, alien:Massive Damage(inflicts 3.0x damage)"
https://onestoppress.com/images/197-3_square.png ,Ultimate Catman,TRUE,Uber Super Rare,30,67150,42500,440,5,12,4570,Area,9.3,2.33,147.87,5520,"Alien, Relic","Against alien, relic:Massive Damage(inflicts 3.0x damage)Not affected by:Curse"
https://onestoppress.com/images/198-1_square.png ,Psychocat,Normal,Rare,30,6460,850,365,3,6,238,Single,3.5,2.2,7.87,525,Alien,Against alien:Slow(50% chance to slow for 4.0s)
https://onestoppress.com/images/198-2_square.png ,Neo Psychocat,Evolved,Rare,30,7480,1020,365,3,6,286,Single,3.5,2.2,7.87,525,Alien,Against alien:Slow(50% chance to slow for 4.0s)
https://onestoppress.com/images/198-3_square.png ,Corrupted Psychocat,TRUE,Rare,30,9520,1020,365,3,12,422,Single,2.37,1.4,7.87,525,Alien,Against alien:Slow(50% chance to slow for 4.0s)
https://onestoppress.com/images/199-1_square.png ,Onmyoji Cat,Normal,Rare,30,5950,510,310,3,8,136,Single,4,3.1,11.87,510,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(50% chance to weaken by 50% for 6.67s)General Abilities:Zombie Killer(Stops zombies from reviving)"
https://onestoppress.com/images/199-2_square.png ,Magica Cat,Evolved,Rare,30,6970,646,310,3,8,150,Single,4.03,3.1,11.87,510,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(50% chance to weaken by 50% for 6.67s)General Abilities:Zombie Killer(Stops zombies from reviving)"
https://onestoppress.com/images/199-3_square.png ,Thaumaturge Cat,TRUE,Rare,30,9010,782,310,3,8,190,Single,4.37,3.1,11.87,510,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(100% chance to weaken by 50% for 6.67s)General Abilities:Zombie Killer(Stops zombies from reviving)"
https://onestoppress.com/images/200-1_square.png ,Surfer Cat,Normal,Super Rare,30,16150,7820,270,4,12,2598,Area,3,0.37,19.87,990,Alien,Against alien:Freeze(30% chance to freeze for 4.0s)General Abilities:Survive(50% chance to survive a lethal strike)
https://onestoppress.com/images/200-2_square.png ,Castaway Cat,Evolved,Super Rare,30,18700,9860,270,4,12,3278,Area,3,0.37,19.87,990,Alien,Against alien:Freeze(30% chance to freeze for 4.0s)General Abilities:Survive(50% chance to survive a lethal strike)
https://onestoppress.com/images/200-3_square.png ,Seafarer Cat,TRUE,Super Rare,30,26350,9860,270,4,12,3278,Area,3,0.37,19.87,990,Alien,Against alien:Freeze(40% chance to freeze for 4.0s)General Abilities:Survive(100% chance to survive a lethal strike)
https://onestoppress.com/images/201-1_square.png ,Metal Cat,Normal,Super Rare,30,17,136,140,2,10,109,Single,1.23,0.27,17.87,600,,"General Abilities:Metal(Only takes 1 damage from any attack, except critical hits)"
https://onestoppress.com/images/201-2_square.png ,Metal Macho,Evolved,Super Rare,30,17,136,140,2,10,109,Single,1.23,0.27,17.87,600,,"General Abilities:Metal(Only takes 1 damage from any attack, except critical hits)"
https://onestoppress.com/images/202-1_square.png ,Drumcorps Cat,Normal,Rare,30,9690,1238,220,2,10,734,Single,1.7,0.33,11.87,585,Metal,Against metal:Weaken(40% chance to weaken by 50% for 6.67s)
https://onestoppress.com/images/202-2_square.png ,Banner Cat,Evolved,Rare,30,11390,1414,220,2,10,830,Single,1.7,0.33,11.87,585,Metal,Against metal:Weaken(40% chance to weaken by 50% for 6.67s)
https://onestoppress.com/images/202-3_square.png ,Mochi Cat,TRUE,Rare,30,14790,1428,220,2,10,830,Single,1.7,0.33,11.87,585,Metal,Against metal:Weaken(40% chance to weaken by 50% for 6.67s)General Abilities:Multi-hit attack(Attacks twice consecutively)
https://onestoppress.com/images/203-1_square.png ,Baozi Cat,Normal,Special,30,1870,136,140,3,9,102,Single,1.3,0.33,2,75,,
https://onestoppress.com/images/203-2_square.png ,Big Baozi,Evolved,Special,30,7650,1102,300,3,6,558,Area,1.97,0.67,7.2,750,,
https://onestoppress.com/images/204-1_square.png ,Kachi-Kachi,Normal,Uber Super Rare,30,10200,1190,290,4,16,1890,Area,0.63,0.1,7.2,720,"Angel, Alien","Against angel, alien:Weaken(15% chance to weaken by 50% for 2.33s)"
https://onestoppress.com/images/204-2_square.png ,Fire Squad Kachiyama,Evolved,Uber Super Rare,30,54400,20386,460,2,38,3604,Area,5.67,2.03,71.2,5100,"Angel, Alien","Against angel, alien:Weaken(100% chance to weaken by 50% for 4.67s)"
https://onestoppress.com/images/204-3_square.png ,Kachiyama Assault Brigade,TRUE,Uber Super Rare,30,54400,20386,460,2,48,3604,Area,5.67,2.03,71.2,5100,"Angel, Alien","Against angel, alien:Strong(inflicts 1.5x damage, takes only 0.5x damage)Weaken(100% chance to weaken by 50% for 4.67s)"
https://onestoppress.com/images/205-1_square.png ,Airou,Normal,Special,30,4250,938,160,3,12,578,Single,1.63,0.4,2,375,Black,Against black:Weaken(30% chance to weaken by 50% for 5.0s)
https://onestoppress.com/images/205-2_square.png ,Airou & Melaleu,Evolved,Special,30,4250,938,160,3,12,578,Single,1.63,0.4,2,375,Red,Against red:Weaken(30% chance to weaken by 50% for 5.0s)
https://onestoppress.com/images/206-1_square.png ,Sheria - Kirin,Normal,Special,30,16150,12750,330,2,6,2666,Single,4.77,3.5,39.2,1350,Floating,"Against floating:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/206-2_square.png ,Sheria - KirinX,Evolved,Special,30,19550,16150,330,2,6,3386,Single,4.77,3.6,39.2,1350,Floating,"Against floating:Strong(inflicts 1.5x damage, takes only 0.5x damage)"
https://onestoppress.com/images/207-1_square.png ,Rathalos,Normal,Special,30,24738,12838,405,3,8,1836,Area,6.97,2.47,111.2,3825,,
https://onestoppress.com/images/207-2_square.png ,Rathalos & Cat,Evolved,Special,30,31538,16238,405,3,8,2326,Area,6.97,2.47,111.2,3825,,
https://onestoppress.com/images/208-1_square.png ,Rathian,Normal,Special,30,31280,14280,320,2,8,2686,Area,5.33,1.5,111.2,3600,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/208-2_square.png ,Rathian & Cat,Evolved,Special,30,39780,20230,320,2,8,3794,Area,5.33,1.5,111.2,3600,"Red, Floating, Black, Angel, Alien, Zombie, Relic, Aku, White","Against white, red, black, floating, angel, alien, zombie, relic, aku:Weaken(30% chance to weaken by 50% for 5.0s)"
https://onestoppress.com/images/209-1_square.png ,Kirin Neko,Normal,Special,30,1530,122,140,4,12,102,Single,1.23,0.27,2,75,Floating,Against floating:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/209-2_square.png ,Kirin Neko Kirin,Evolved,Special,30,7650,204,140,6,36,612,Single,0.33,0.2,2,750,Floating,Against floating:Resistant(only takes 0.25x damage)
https://onestoppress.com/images/210-1_square.png ,Li'l Cat,Normal,Special,30,680,136,130,3,8,102,Single,1.23,0.27,2,75,,
https://onestoppress.com/images/210-2_square.png ,Li'l Macho Cat,Evolved,Special,30,680,136,130,3,8,102,Single,1.23,0.27,2,75,,
https://onestoppress.com/images/210-3_square.png ,Li'l Mohawk Cat,TRUE,Special,30,2720,272,130,3,8,218,Single,1.23,0.27,2.87,45,,
https://onestoppress.com/images/211-1_square.png ,Li'l Tank Cat,Normal,Special,30,2720,34,100,1,6,14,Area,2.23,0.27,2,150,,
https://onestoppress.com/images/211-2_square.png ,Li'l Wall Cat,Evolved,Special,30,2720,34,100,1,6,14,Area,2.23,0.27,2,150,,
